entity_id,organization_name,address_record_id,address_type,address_line_1,address_line_2,city,county,state,postal_code,phone,primary_license,npi,hoursoperation,primary_taxonomy_id,taxonomies,accessibility,behavioral_health_services,caresettings,languages_spoken,fees,population_served,gbp_id,hash_value,source,created_at,upsert_reason,job_id,processing_date,processing_status
1903115,"HEALTHY MINDS OF COLORADO, LLC",26236776,1,301 S Howes St # 1368,,Fort Collins,Larimer,CO,80521,(970) 281-7025,,1902492978,{},261QM0801X,"{2084P0800X,25,261QM0801X}",{},{},{},{},{},{},51000734,bad94221e7b7acfe8fec3de9f72708d8ca0472a0b9f11c5af257771f0d8b3ee5,hsd api,1/5/24 9:43 AM,No change,,,
1832274,MENTAL HEALTH CENTER OF DENVER,10461904,1,2829 W 33rd Ave,,Denver,Denver,CO,80211,(303) 504-6500,,1285220756,{},261QM0801X,"{35,320800000X,261QM0801X}",{},{},{},{},{},{},51000735,b643d694aea0d9beca379b56b822773a778d149191a8a6cc40f2ca10a4a0d0f1,hsd api,1/5/24 9:43 AM,No change,,,
2081274,COUNSELING ASPEN PLLC,23218292,1,80 Riverdown Dr,,Aspen,Pitkin,CO,81611,(970) 309-4732,,1821741745,{},261QM0801X,{261QM0801X},{},{},{},{},{},{},51000736,d44ade4883d1ff1efec5ad75f8acea86fa76be2e6f13fd5f9710f82666e9ba9a,hsd api,1/5/24 9:43 AM,No change,,,
1302457,DENVER HEALTH & HOSPITAL AUTHORITY,13042717,1,777 Bannock St # MC1923,,Denver,Denver,CO,80204,(303) 436-6000,,1144865353,{},261QR0405X,{261QR0405X},{},{},{},{},{},{},51000737,5f10007b32c29764f6b2fe3651e3cb3506151bcbd13a790b9de301dda790f117,hsd api,1/5/24 9:43 AM,No change,,,
141425,"ROCKY MOUNTAIN TREATMENT CENTERS, BOULDER, LLC",201612,1,4855 Riverbend Rd,,Boulder,,CO,80301,(970) 691-7556,,1225340706,{},251S00000X,{251S00000X},{},{},{},{},{},{},51000738,c57a85f2a424c2549d5f728863455cb7e5e10df1b4eef114df485c9ff249691a,hsd api,1/5/24 9:43 AM,No change,,,
103809,LISA L. MIKESELL LLC,3811,1,1801 Sunset Pl Ste A,,Longmont,Boulder,CO,80501,(303) 776-1117,,1407377245,{},261QM0850X,{261QM0850X},"{""Deaf/Hard of Hearing"",""Visually Impaired"",Wheelchair}","{""(Outpatient,SubstanceUseServices)"",""(""Intensive Outpatient"",SubstanceUseServices)"",""(""General Treatment"",SubstanceUseServices)"",""(DUI/DWI,SubstanceUseServices",{},"{English,Spanish}","{""Sliding Fee Scale""}","{Military,""Older Adults"",""Pregnant Person"",Women,Offender,""Clients referred from Court/Judicial System""}",51000739,95b6204079d3538f20ed1ea2de706669eafdca8f96054d9e390394fa26814ee3,hsd api,1/5/24 9:43 AM,No change,,,
957355,COLORADO WEST REGIONAL MENTAL HEALTH,3673672,1,17497 Highway 64 W,,Rangely,Rio Blanco,CO,81648,(970) 657-8411,,1144886847,{},261QR0405X,"{261QR0405X,64,""052 Inpatient Psychiatry (Free-standing inpatient"",""072 Substance Abuse Rehabilitation Facility (Hosp""}",{},{},{},{},{},{},51000740,ad61e6f1a40295e39823e2b1e03e42ffccbb3a1c1975920048b990744da068e5,hsd api,1/5/24 9:43 AM,No change,,,
225127,COLORADO BEHAVIOR SOLUTIONS LLC,127127,1,1221 Alpine Pl,,Loveland,Larimer,CO,80538,(970) 222-1947,,1356880108,{},251S00000X,"{251S00000X,83}",{},{},{},{},{},{},51000741,3dfd59b8754e1897dad95c4c3dddcb795cf9678bdb27dff57ee203b7b03d3639,hsd api,1/5/24 9:43 AM,No change,,,
2079722,COLORADO COALITION FOR THE HOMELESS,23184124,1,2111 Champa St,,Denver,Denver,CO,80205,(303) 293-2220,,1548912736,{},261QF0400X,{261QF0400X},{},{},{},{},{},{},51000742,fdd666c81ebc6ab703a7b991b065338f995c0e42a267c016cf898acbd52be79b,hsd api,1/5/24 9:43 AM,No change,,,
2058014,I HAVE A DREAM FOUNDATION - COLORADO,21951591,1,1836 N Grant St,,Denver,Denver,CO,80203,(303) 861-5005,,1295488294,{},261QM0801X,"{25,261QM0801X}",{},{},{},{},{},{},51000743,0cc926707bf391e305701143c03e5b0a1b15b54f8539a5c452427f6c084cd4e7,hsd api,1/5/24 9:43 AM,No change,,,
218948,WISDOM WORKS COUNSELING SERVIC,120749,1,328 Swope Ave,,Colorado Springs,El Paso,CO,80909,(719) 635-1332,,1427449164,{},251S00000X,"{251S00000X,251S00000X,251S00000X,16,261QM0801X}",{},{},{},{},{},{},51000744,4a0eb96fe2759c26e75ba2276aa873368bcfb5e7f156b235cfcd249e93f911df,hsd api,1/5/24 9:43 AM,No change,,,
220829,GARDEN INC,122685,1,17737 E Belleview Pl,,Centennial,Arapahoe,CO,80015,(720) 427-4254,,1598065724,{},251S00000X,"{251C00000X,252Y00000X,251S00000X}",{},{},{},{},{},{},51000745,b3242bb83a56c786c8b8d43aa40e6dcc7e979d3c2cc6dfc502ce3f6211cc834d,hsd api,1/5/24 9:43 AM,No change,,,
2060199,PEAK VISTA COMMUNITY HEALTH CENTERS,23207103,1,3205 N Academy Blvd Ste 130,,Colorado Springs,El Paso,CO,80917,(719) 632-5700,,1972245959,{},261QF0400X,"{32,261QF0400X}",{},{},{},{},{},{},51002844,06160dcd0e8e06cdfed15506012bd3542658ed1b509635b3817c047e89ad8f82,hsd api,1/5/24 9:45 AM,No change,,,
2146635,Addiction Research & Treatment Services (ARTS) - Westside Center for Change,27040949,3,6303 Wadsworth Byp,,Arvada,Jefferson,CO,80003,(303) 935-7004,,1184229254,{},,{},{},"{""(""Opioid Treatment Programs"",SubstanceUseServices)"",""(Outpatient,SubstanceUseServices)"",""(""Intensive Outpatient"",SubstanceUseServices)"",""(""General Treatment"",",{},{English},{},"{HIV,Homeless,LGBTQIA+,Men,Military,""Older Adults"",""Pregnant Person"",Women,Offender,""Clients referred from Court/Judicial System"",""American Indian""}",51001567,ef9e1c0e8b9e867b3544fa63429052f40c33ab8235847426a235fad2784d5c9e,hsd api,1/5/24 9:44 AM,No change,,,
1475460,EVOKE BEHAVIORAL HEALTH LLC,8693582,1,4400 E Evans Ave,,Denver,Denver,CO,80222,(720) 355-1066,,1295367423,{},251S00000X,"{261QD1600X,251S00000X,83,103K00000X}",{},{},{},{},{},{},51001572,77f189cae754387c29d070cd17375125cf942b61af09f935e394b541d26311ab,hsd api,1/5/24 9:44 AM,No change,,,
1902463,ROSE & THISTLE COUNSELING,11378496,1,2246 Havana St,,Aurora,Adams,CO,80010,(720) 608-8626,,1861095853,{},261QM0850X,{261QM0850X},{},{},{},{},{},{},51000748,9438511428e8d6ae63850e07c589bf8a28f88d1a53358e6cd015aa653ca15d98,hsd api,1/5/24 9:43 AM,No change,,,
1302152,"ESSENTIAL COUNSELING SERVICES, PLLC",13018130,1,1058 S Avenida Del Oro E,,Pueblo,Pueblo,CO,81007,(719) 569-5653,,1336785294,{},261QM0850X,"{261QM0850X,1041C0700X,25}",{},{},{},{},{},{},51000749,a510657efad383d1dc90e3045b415ef92a403454e65ddb40941dcaae1efa1cd2,hsd api,1/5/24 9:43 AM,No change,,,
117042,DENVER HEALTH AND HOSPITAL AUTHORITY,17070,1,1820 Lowell Blvd,,Denver,Denver,CO,80204,(303) 436-4949,,1144242900,{},261QF0400X,"{261QF0400X,32}",{},{},{},{},{},{},51000750,f0534cba27ef4945c63135209f2c1bafcc0d1e167c192f92359a34e5a84ec77b,hsd api,1/5/24 9:43 AM,No change,,,
156099,SKS THERAPY,56458,1,1776 S Jackson St Ste 700,,Denver,Denver,CO,80210,(970) 222-7478,,1699127928,{},,"{101YA0400X,1041C0700X,16,25}",{Wheelchair},"{""(Outpatient,SubstanceUseServices)"",""(""General Treatment"",SubstanceUseServices)"",""(""Youth Treatment"",SubstanceUseServices)""}",{},{English},"{Medicaid,""Sliding Fee Scale"",""Self Pay""}","{HIV,Homeless,LGBTQIA+,Men,Military,""Older Adults"",""Pregnant Person"",Women,Youth,Offender,Minors/Adolescents,""Clients referred from Court/Judicial System"",""American Indian""}",51000751,1d187a50a2f1aa1afdb932e79032b9b99588ea83e8b82ecafa98f39b9dfd60b8,hsd api,1/5/24 9:43 AM,No change,,,
1477643,SOUTHWEST COLORADO MENTAL HEALTH CENTER,8756534,1,495 W 4th St,,Dove Creek,Dolores,CO,81324,(970) 335-2244,,1699301671,{},261QF0400X,"{261QF0400X,32,261QP2300X}",{},{},{},{},{},{},51000752,4ef9e773b675cdbbd172d166120505e34b9654a44662377f3eb08a0d7f3539d8,hsd api,1/5/24 9:43 AM,No change,,,
155641,MOUNTAIN FAMILY HEALTH CENTERS,181867,1,20 Eagle County Rd,,Carbondale,,CO,81623,(970) 945-2840,,1053819045,{},261QF0400X,"{261QF0400X,32}",{},{},{},{},{},{},51000753,2a46851dfd9eefa95428a4fe3ed12de6b3623ca86b8a8277eef0c8ee78a676cd,hsd api,1/5/24 9:43 AM,No change,,,
1897163,"FIRST COUNSELING, LLC",12999401,1,1716 N 26th St,,Grand Junction,Mesa,CO,81501,(970) 773-5727,,1083230221,{},261QM0801X,{261QM0801X},{},{},{},{},{},{},51000754,670b1a00613364db2e55d35c8ca3d603693b3c225b672666f7227ec4b0e52ebc,hsd api,1/5/24 9:43 AM,No change,,,
1261873,LINDA LEE CAMPAGNA,8715472,1,13659 E 104th Ave Unit 500,,Commerce City,Adams,CO,80022,(720) 339-9830,,1194374967,{},261QM0801X,"{261QM0801X,106H00000X,101YM0800X,25}",{},{},{},{},{},{},51000755,87057cd94d90d54ef84b7227cb8590409418c529f2c4863f4183b62b694838ac,hsd api,1/5/24 9:43 AM,No change,,,
146490,"NANCY O READ, PHD, LICENSED PS",7987292,1,100 W Colorado Ave Ste 240F,,Telluride,San Miguel,CO,81435,(970) 728-1217,,1952651861,{},251S00000X,"{251S00000X,25}",{},{},{},{},{},{},51000756,f299ee9c2c11ec866b5fbae90e2a84e894d34a798bbe85a775aa781f5dddb86e,hsd api,1/5/24 9:43 AM,No change,,,
193349,RUDDEN COUNSELING SERVICES,94414,1,9351 Grant St Ste 480,,Thornton,Adams,CO,80229,(303) 482-6687,,1053735779,{},251S00000X,"{251S00000X,16,25}",{},{},{},{},{},{},51000757,f14c4053026d9134e4c68776aba85cbee0e00e722d2fbbe6b0a4a0cab2dea687,hsd api,1/5/24 9:43 AM,No change,,,
963194,DENVER HEALTH AND HOSPITAL AUTHORITY,3762860,1,1330 Fox St,,Denver,Denver,CO,80204,(720) 337-4400,,1295293579,{},261QF0400X,"{261QF0400X,32}",{},{},{},{},{},{},51000758,ae724c38fa006a4a31d756d5471bb95cfbc8a4ed0735a3fe3ccbc43aa28c6282,hsd api,1/5/24 9:43 AM,No change,,,
1902293,EMBRACE THE SUCK THERAPY LLC,11375290,1,8377 S Upham Way Apt 103,,Littleton,Jefferson,CO,80128,(172) 020-1003,,1609467208,{},261QM0850X,{261QM0850X},{},{},{},{},{},{},51000759,8f72695e296d66df36242f1be224ff1dfcaa7b6181cd181c4f6458c2f5ad8884,hsd api,1/5/24 9:43 AM,No change,,,
176046,SUNBRIGHT BEHAVIORAL SOLUTIONS LLC,76733,1,12662 James Cir,,Broomfield,Broomfield,CO,80020,(720) 705-4965,,1205363744,{},251S00000X,"{103K00000X,251S00000X}",{},{},{},{},{},{},51000760,8585b5cf82325ddb9db0c571d4c640d8ac49fbc95c800500d3851147b8f8c7ec,hsd api,1/5/24 9:43 AM,No change,,,
956746,"QUEST COUNSELING SERVICES, LLC",13646454,1,8461 Turnpike Dr Ste 207,,Westminster,Adams,CO,80031,(303) 578-8320,,1558831602,{},261QM0801X,"{261QM0801X,25}",{},{},{},{},{},{},51000761,4556d97b29fa44ec71e98cbed85f5c4633e220a5dfae5df552394b4407edd576,hsd api,1/5/24 9:43 AM,No change,,,
956997,"SUMMIT COMMUNITY CARE CLINIC, INC.",3668116,1,727 Cove Blvd,,Dillon,Summit,CO,80435,(970) 668-4040,,1972162006,{},261QF0400X,"{261QF0400X,32}",{},{},{},{},{},{},51000762,c2ed7bb9d7e139ffc851fedc0697fe99c266869a695241be3be1a8b4766c181e,hsd api,1/5/24 9:43 AM,No change,,,
2030568,"TSPC-CO, LLC",21981764,1,6767 S Spruce St Ste 100,,Centennial,Arapahoe,CO,80112,(303) 997-7411,,1558029884,{},251S00000X,"{251S00000X,83,106E00000X,106S00000X,103K00000X}",{},{},{},{},{},{},51000763,f56e2dbf898873343888f9ce77845f4f545ac962c4eb5aa51c2b353be82b2244,hsd api,1/5/24 9:43 AM,No change,,,
109325,BECKIE M. GRGICH,9334,1,1155 Kelly Johnson Blvd Ste 111,,Colorado Springs,El Paso,CO,80920,(719) 315-0951,,1285918870,{},251S00000X,"{251S00000X,""""}",{},{},{},{},{},{},51000764,87e7cc66e1855ad70344e26500aa4feae9de731e1a47f29de566f50305f71039,hsd api,1/5/24 9:43 AM,No change,,,
178866,KEY TO LIFE COUNSELING CENTER,79609,1,14231 E 4th Ave Ste 370,,Aurora,Arapahoe,CO,80011,(303) 856-3485,,1205002433,{},251S00000X,"{251S00000X,64}",{Wheelchair},"{""(Outpatient,SubstanceUseServices)"",""(""General Treatment"",SubstanceUseServices)"",""(DUI/DWI,SubstanceUseServices)"",""(""Education & Treatment Services for Persons",{},"{English,Spanish}","{Medicaid,""Private Insurance"",""Sliding Fee Scale"",""Self Pay""}","{HIV,LGBTQIA+,Men,Military,""Older Adults"",Women,Youth,Offender,Minors/Adolescents,""Clients referred from Court/Judicial System"",""American Indian""}",51000766,1123fb8a5bf4fa5abc7696f66578acb4da16901954a83f150548571b1c322018,hsd api,1/5/24 9:43 AM,No change,,,
126218,PEAKS RECOVERY SERVICES,26299,1,5475 Mark Dabling Blvd Ste 102,,Colorado Springs,El Paso,CO,80918,(913) 205-0427,,1902357551,{},261QR0405X,{261QR0405X},{},{},{},{},{},{},51000767,63c74cdee3252a3d24f9d89910d8e2e07313c7d502d383a17f1bffad5cf61125,hsd api,1/5/24 9:43 AM,No change,,,
1263049,LoveJoy Counseling - Arapahoe,27041160,3,12835 E Arapahoe Rd Ste 130,,Centennial,Arapahoe,CO,80112,(720) 621-5944,,1346892460,{},251S00000X,"{101YM0800X,324500000X,251S00000X}",{Wheelchair},"{""(Outpatient,SubstanceUseServices)"",""(""General Treatment"",SubstanceUseServices)"",""(DUI/DWI,SubstanceUseServices)"",""(""Education & Treatment Services for Persons",{},{},{},"{Men,""Older Adults"",Women,Youth,Minors/Adolescents,""Clients referred from Court/Judicial System"",""American Indian""}",51002397,6f634936bc2b2d0d0e673e0663bbc29046fdd43bf045f80797c0f90b88d46416,hsd api,1/5/24 9:44 AM,No change,,,
100492,SALUD FAMILY HEALTH,493,1,1115 2nd St,,Fort Lupton,Weld,CO,80621,(303) 857-2771,,1386777266,{},261QF0400X,"{261QP0904X,32,261QF0400X}",{},{},{},{},{},{},51000770,053e2c0aa94d9004a82ad2501d7792bce2cb6c7b772ba5777a13287c36731b4a,hsd api,1/5/24 9:43 AM,No change,,,
239187,AWAKENING ACUPUCTURE & HERBAL MEDICINE,141677,1,1140 US Highway 287 Unit 100,,Broomfield,Broomfield,CO,80020,(303) 469-1066,,1053561019,{},251S00000X,{251S00000X},{},{},{},{},{},{},51000771,8922161a7e240e253f22158ff28f240d699a9fd28b245e77e7ffa056dcd5b052,hsd api,1/5/24 9:43 AM,No change,,,
160246,MOLLY JENKINS COUNSELING,60665,1,3035 W 25th Ave,,Denver,Denver,CO,80211,(720) 515-1706,,1801266077,{},251S00000X,{251S00000X},{},{},{},{},{},{},51000772,14da505290fe7c45c698741f445e8641327de7a1bacc6b0fdb29b57503914b21,hsd api,1/5/24 9:43 AM,No change,,,
268363,"VALLEY-WIDE HEALTH SYSTEMS, IN",20396023,3,233 Main St Ste B,,San Luis,Costilla,CO,81152,(719) 672-3352,,1417944729,{},261QF0400X,"{261QF0400X,32}",{},{},{},{},{},{},51000773,0ca3692337825266a236d0b5796944b5349d399c55e4fe24d9f17362eaac89bb,hsd api,1/5/24 9:43 AM,No change,,,
119259,UNCOMPAHGRE COMBINED CLINICS,19296,1,1350 Aspen St,,Norwood,San Miguel,CO,81423,(970) 327-4233,,1982774816,{},261QF0400X,"{261QF0400X,32}",{},{},{},{},{},{},51000774,da8de0a0cb04666bf017563bddec977440e963874db847965dd484b30d7d7439,hsd api,1/5/24 9:43 AM,No change,,,
104141,WCHS INC,4143,1,115 N Parkside Dr Ste 200,,Colorado Springs,El Paso,CO,80909,(719) 475-7052,,1265577431,{},261QM2800X,"{261QM2800X,""""}",{},{},{},{},{},{},51000775,f0f07da432cb68dd427ec26df21800f42fbc9816f60d4a15f7b1bdcce2c96e0d,hsd api,1/5/24 9:43 AM,No change,,,
1916966,HCA-HEALTHONE LLC,13087778,1,14100 E Arapahoe Rd Ste 330,,Centennial,Arapahoe,CO,80112,(720) 216-4589,,1396323721,{},261QM0801X,"{261QM0801X,282N00000X,01}",{},{},{},{},{},{},51000776,f0a607d1c1308f7a42fc206e652c294d58b03af3bd1ef5c75fb35c05091924e0,hsd api,1/5/24 9:43 AM,No change,,,
2031661,FIND THE TRY COUNSELING SERVICES,17689860,1,4008 Cheyenne Dr,,Greeley,Weld,CO,80634,,,1730841537,{},251S00000X,{251S00000X},{},{},{},{},{},{},51000777,ae4194207f4fc33099724eca13c3d5fa763aeffc45d34fc6766e46c1709082dd,hsd api,1/5/24 9:43 AM,No change,,,
2146527,HEART Counseling - Washington,27040681,3,10327 Washington St,,Thornton,Adams,CO,80229,(720) 379-6995,,,"{NULL,NULL,NULL,NULL,NULL,NULL}",,{},{Wheelchair},"{""(Outpatient,SubstanceUseServices)"",""(""Intensive Outpatient"",SubstanceUseServices)"",""(""General Treatment"",SubstanceUseServices)"",""(DUI/DWI,SubstanceUseServices",{},{English},"{Medicaid,""Sliding Fee Scale"",""Self Pay""}","{Homeless,LGBTQIA+,Men,Military,""Older Adults"",""Pregnant Person"",Women,Youth,Offender,Minors/Adolescents,""Clients referred from Court/Judicial System"",""American Indian""}",51000778,4844fe5a30f86c9167fdbb62d85b33d6d30e5b27afb2b81537bbdfb14495e293,hsd api,1/5/24 9:43 AM,No change,,,
104342,COLORADO WEST REGIONAL MENTAL HEALTH INC,26297962,1,515 28 3/4 Rd,,Grand Junction,Mesa,CO,81501,(970) 241-6023,,1992708176,{},261QM0801X,"{261QM0801X,251S00000X,35,""052 Inpatient Psychiatry (Free-standing inpatient"",""076 Mental Health Residential Treatment Facility ""}",{},{},{},{},{},{},51000779,4c7e73faa63c415dcab33a46631b765beaa29465f83af55a8a25bbde17d9d0a1,hsd api,1/5/24 9:43 AM,No change,,,
102368,"METRO COMMUNITY PROVIDER NETWORK, INC.",13059244,1,3701 S Broadway,,Englewood,Arapahoe,CO,80113,(303) 360-6276,,1659823649,{},261QF0400X,"{261QF0400X,32}",{},{},{},{},{},{},51000780,bc49a56fa9d8bb6af1845b10e06047f5843fe5c6cdc45304ddc243c59da90772,hsd api,1/5/24 9:43 AM,No change,,,
1262655,DITZLER DREAMING LLC,6022132,1,300 Main St Ste 201,,Grand Junction,Mesa,CO,81501,(970) 549-1182,,1972150415,{},251S00000X,"{101YP2500X,251S00000X,25}",{},{},{},{},{},{},51000781,a98edd5bc18869eb9f0836b3a5285d9ff9f8f4178dd8b4570dce2da7af3c7061,hsd api,1/5/24 9:43 AM,No change,,,
2146664,Griffith Centers for Children- Greeley,28598669,3,710 11th Avenue,,Greeley,Weld,CO,80632,(303) 655-1203,,,{},,{},{},"{""(Outpatient,MentalHealthServicess)"",""(""Day Treatment"",MentalHealthServicess)"",""(""Community Mental Health Clinic"",MentalHealthServicess)""}",{NULL},{},{},{},51000782,6c529fbee3fa95fdf1d8efb961acdee660d9eb8fbf41a6dbb69c631305756ce9,hsd api,1/5/24 9:43 AM,No change,,,
1901056,"DILIGENCE ANESTHESIA SERVICES, LLC",13048827,1,5115 Farthing Dr,,Colorado Springs,El Paso,CO,80906,(760) 780-8702,,1578156626,{},261QM0801X,{261QM0801X},{},{},{},{},{},{},51000783,3d255039bf869c6a3f7205c433ddd31b6e0a70f4a1ef9e60a63c85d9d82ebfd3,hsd api,1/5/24 9:43 AM,No change,,,
268473,SILVER THREAD PUBLIC HEALTH DISTRICT,6023701,3,PO Box 277,,Lake City,Hinsdale,CO,81235,(970) 944-0321,,1538655766,{},251S00000X,"{207Q00000X,251B00000X,251K00000X,253Z00000X,251S00000X}",{},{},{},{},{},{},51000784,eccb2390403ddb0809c42b42c496c453e780bdecd25e30996568c3bafcb5e756,hsd api,1/5/24 9:43 AM,No change,,,
257040,ALISON G. PIERUCCI LLC,28596629,1,950 SOUTH CHERRY STREET,,DENVER,,CO,80246,(303) 250-4454,,1265860746,{},251S00000X,"{251S00000X,CSW}",{},{},{},{},{},{},51000785,e70882b2309b8236fa26b749cbd8baede2cb3f49e77c866cfa0484ca2e7b7304,hsd api,1/5/24 9:43 AM,No change,,,
152082,BALANCED FAMILY BEHAVIORAL SERVICES,52384,1,2603 E 137th Ave,,Thornton,Adams,CO,80602,(303) 570-0233,,1174867477,{},251S00000X,{251S00000X},{},{},{},{},{},{},51000786,4b909b6d8273074f42527782a442b6bc3596a9ea61a01bce1280e7a7a29a170e,hsd api,1/5/24 9:43 AM,No change,,,
232319,"SINGER GROUP, INC.",134551,1,1790 30th St Ste 305,,Boulder,Boulder,CO,80301,(303) 447-2038,,1528336823,{},251S00000X,"{251S00000X,""""}",{},{},{},{},{},{},51000787,feb44bf74cc34de2b723ef17a0ef45db001f8fc2982d53bd6349f1501d4e8367,hsd api,1/5/24 9:43 AM,No change,,,
112581,DIVERSITY COUNSELING AND EDUCATION CENTER,17795406,1,11111 E Mississippi Ave Ste 200,,Aurora,Arapahoe,CO,80012,(303) 296-2350,,1417265950,{},251S00000X,"{252Y00000X,251S00000X,64}",{Wheelchair},"{""(Outpatient,SubstanceUseServices)"",""(""General Treatment"",SubstanceUseServices)"",""(DUI/DWI,SubstanceUseServices)"",""(""Education & Treatment Services for Persons",{},{English},"{Medicaid,""Sliding Fee Scale"",""Self Pay""}","{Homeless,Men,Military,""Older Adults"",Women,Offender,""Clients referred from Court/Judicial System"",""American Indian""}",51000788,61dddac36ea11b2144d11010b5204dec0db02f9d09f37e09163b5a358b0a92f6,hsd api,1/5/24 9:43 AM,No change,,,
267209,"LOTUS COUNSELING CENTER, LLC",262391,1,8281 E Briarwood Pl,,Centennial,,CO,80112,(720) 648-4072,,1184102816,{},261QM0801X,{261QM0801X},{},{},{},{},{},{},51000789,916c23d6dd118217730c7dcf33045a50a36e8a13332379d9a28e77e9706f3fcd,hsd api,1/5/24 9:43 AM,No change,,,
199511,BRIDGE TO AWARENESS COUNSELING CENTER,100740,1,310 W C St,,Pueblo,Pueblo,CO,81003,(719) 296-1366,,1962647685,{},251S00000X,"{101YA0400X,251S00000X,""""}",{},{},{},{},{},{},51000831,b564ec31378c7bc030144792946da9987236ae22d1a6ba35c03bf0460f0a91d6,hsd api,1/5/24 9:43 AM,No change,,,
